"","Member","parliament_group","ideo_avg","tweets","Region","Party"
"1","Aaron Bell","2019-2024",0.0484739676840215,557,"Newcastle-under-Lyme","Conservative"
"2","Abena Oppong-Asare","2019-2024",-0.667527437056165,1549,"Erith and Thamesmead","Labour"
"3","Adam Afriyie","2017-2019",0.445736434108527,516,"Windsor","Conservative"
"4","Adam Afriyie","2019-2024",0.075993091537133,579,"Windsor","Conservative"
"5","Adrian Bailey","2017-2019",-0.631578947368421,114,"West Bromwich West","Labour"
"6","Afzal Khan","2017-2019",-0.827835517397198,2213,"Manchester, Gorton","Labour"
"7","Afzal Khan","2019-2024",-0.762922868741543,3695,"Manchester, Gorton","Labour"
"8","Alan Brown","2017-2019",-0.488933601609658,497,"Kilmarnock and Loudoun","Scottish National Party"
"9","Alan Brown","2019-2024",-0.634469696969697,1056,"Kilmarnock and Loudoun","Scottish National Party"
"10","Alan Campbell","2017-2019",-0.482352941176471,85,"Tynemouth","Labour"
"11","Alan Campbell","2019-2024",-0.496551724137931,145,"Tynemouth","Labour"
"12","Alan Duncan","2017-2019",-0.0520833333333333,384,"Rutland and Melton","Conservative"
"13","Alan Mak","2017-2019",0.174061433447099,586,"Havant","Conservative"
"14","Alan Mak","2019-2024",0.125223613595707,559,"Havant","Conservative"
"15","Alan Whitehead","2017-2019",-0.776,125,"Southampton, Test","Labour"
"16","Alan Whitehead","2019-2024",-0.846938775510204,196,"Southampton, Test","Labour"
"17","Albert Owen","2017-2019",-0.53635652853792,1279,"Ynys Môn (Anglesey)","Labour"
"18","Alberto Costa","2017-2019",0.0498533724340176,682,"South Leicestershire","Conservative"
"19","Alberto Costa","2019-2024",0.0500747384155456,1338,"South Leicestershire","Conservative"
"20","Alec Shelbrooke","2017-2019",0.172701949860724,359,"Elmet and Rothwell","Conservative"
"21","Alec Shelbrooke","2019-2024",0.0396039603960396,303,"Elmet and Rothwell","Conservative"
"22","Alex Burghart","2017-2019",0.144508670520231,173,"Brentwood and Ongar","Conservative"
"23","Alex Burghart","2019-2024",0.102564102564103,273,"Brentwood and Ongar","Conservative"
"24","Alex Chalk","2017-2019",0.06,50,"Cheltenham","Conservative"
"25","Alex Chalk","2019-2024",-0.0967741935483871,186,"Cheltenham","Conservative"
"26","Alex Cunningham","2017-2019",-0.634560906515581,1765,"Stockton North","Labour"
"27","Alex Cunningham","2019-2024",-0.7024230873945,3673,"Stockton North","Labour"
"28","Alex Davies-Jones","2019-2024",-0.642593119135627,3517,"Pontypridd","Labour"
"29","Alex Norris","2017-2019",-0.696489241223103,883,"Nottingham North","Labour"
"30","Alex Norris","2019-2024",-0.715643906655143,1157,"Nottingham North","Labour"
"31","Alex Sobel","2017-2019",-0.623701893708002,3274,"Leeds North West","Labour"
"32","Alex Sobel","2019-2024",-0.636856368563686,3690,"Leeds North West","Labour"
"33","Alexander Stafford","2019-2024",-0.0507910074937552,1201,"Rother Valley","Conservative"
"34","Alicia Kearns","2019-2024",-0.224643529728276,3717,"Rutland and Melton","Conservative"
"35","Alison McGovern","2017-2019",-0.700537955768081,1673,"Wirral South","Labour"
"36","Alison McGovern","2019-2024",-0.705202312138728,1384,"Wirral South","Labour"
"37","Alison Thewliss","2017-2019",-0.669456066945607,2629,"Glasgow Central","Scottish National Party"
"38","Alison Thewliss","2019-2024",-0.689311594202899,2208,"Glasgow Central","Scottish National Party"
"39","Alistair Burt","2017-2019",-0.230769230769231,1079,"North East Bedfordshire","Conservative"
"40","Alistair Carmichael","2017-2019",-0.550561797752809,178,"Orkney and Shetland","Liberal Democrats"
"41","Alistair Carmichael","2019-2024",-0.627412367073651,2539,"Orkney and Shetland","Liberal Democrats"
"42","Alistair Strathern","2019-2024",-0.637393767705382,353,"Mid Bedfordshire","Labour"
"43","Allan Dorans","2019-2024",-0.5,378,"Ayr, Carrick and Cumnock","Scottish National Party"
"44","Alok Sharma","2017-2019",0.0272,625,"Reading West","Conservative"
"45","Alok Sharma","2019-2024",-0.634571297569922,2181,"Reading West","Conservative"
"46","Alun Cairns","2017-2019",0.161290322580645,124,"Vale of Glamorgan","Conservative"
"47","Alun Cairns","2019-2024",0.00806451612903226,124,"Vale of Glamorgan","Conservative"
"48","Alyn Smith","2019-2024",-0.70246784845325,2877,"Stirling","Scottish National Party"
"49","Amanda Milling","2017-2019",0.2,15,"Cannock Chase","Conservative"
"50","Amanda Milling","2019-2024",0.129565816678153,1451,"Cannock Chase","Conservative"
"51","Amanda Solloway","2019-2024",-0.0867256637168142,1695,"Derby North","Conservative"
"52","Amber Rudd","2017-2019",-0.0343698854337152,611,"Hastings and Rye","Conservative"
"53","Amy Callaghan","2019-2024",-0.616122840690979,521,"East Dunbartonshire","Scottish National Party"
"54","Andrea Jenkyns","2017-2019",0.243330638641876,1237,"Morley and Outwood","Conservative"
"55","Andrea Jenkyns","2019-2024",0.331436699857752,1406,"Morley and Outwood","Conservative"
"56","Andrea Leadsom","2017-2019",0.252918287937743,1285,"South Northamptonshire","Conservative"
"57","Andrea Leadsom","2019-2024",-0.156551724137931,1450,"South Northamptonshire","Conservative"
"58","Andrew Bowie","2017-2019",0.24302496328928,1362,"West Aberdeenshire and Kincardine","Conservative"
"59","Andrew Bowie","2019-2024",0.296060037523452,2665,"West Aberdeenshire and Kincardine","Conservative"
"60","Andrew Bridgen","2017-2019",0.316666666666667,180,"North West Leicestershire","Conservative"
"61","Andrew Bridgen","2019-2024",0.198431845597105,1658,"North West Leicestershire","Conservative"
"62","Andrew Griffith","2019-2024",-0.116646415552855,1646,"Arundel and South Downs","Conservative"
"63","Andrew Gwynne","2017-2019",-0.600635930047695,3145,"Denton and Reddish","Labour"
"64","Andrew Gwynne","2019-2024",-0.584578804347826,2944,"Denton and Reddish","Labour"
"65","Andrew Jones","2017-2019",-0.102040816326531,98,"Harrogate and Knaresborough","Conservative"
"66","Andrew Jones","2019-2024",-0.204081632653061,49,"Harrogate and Knaresborough","Conservative"
"67","Andrew Lewer","2017-2019",0.120567375886525,423,"Northampton South","Conservative"
"68","Andrew Lewer","2019-2024",-0.0099403578528827,503,"Northampton South","Conservative"
"69","Andrew Mitchell","2017-2019",0.0144927536231884,69,"Sutton Coldfield","Conservative"
"70","Andrew Mitchell","2019-2024",-0.0769230769230769,26,"Sutton Coldfield","Conservative"
"71","Andrew Murrison","2017-2019",0.0825242718446602,618,"South West Wiltshire","Conservative"
"72","Andrew Murrison","2019-2024",-0.0396975425330813,529,"South West Wiltshire","Conservative"
"73","Andrew Rosindell","2017-2019",0.468799160985842,1907,"Romford","Conservative"
"74","Andrew Rosindell","2019-2024",0.38368860055607,1079,"Romford","Conservative"
"75","Andrew Selous","2017-2019",-0.175438596491228,342,"South West Bedfordshire","Conservative"
"76","Andrew Selous","2019-2024",-0.313765182186235,494,"South West Bedfordshire","Conservative"
"77","Andrew Stephenson","2017-2019",0.0108459869848156,461,"Pendle","Conservative"
"78","Andrew Stephenson","2019-2024",-0.0122100122100122,819,"Pendle","Conservative"
"79","Andrew Western","2019-2024",-0.700854700854701,117,"Stretford and Urmston","Labour"
"80","Andy Carter","2019-2024",0.0184782608695652,920,"Warrington South","Conservative"
"81","Andy McDonald","2017-2019",-0.797786720321932,994,"Middlesbrough","Labour"
"82","Andy McDonald","2019-2024",-0.869987849331713,1646,"Middlesbrough","Labour"
"83","Andy Slaughter","2017-2019",-0.749397590361446,830,"Hammersmith","Labour"
"84","Andy Slaughter","2019-2024",-0.700934579439252,856,"Hammersmith","Labour"
"85","Angela Christine Smith","2017-2019",-0.657352941176471,680,"Penistone and Stocksbridge","Labour"
"86","Angela Crawley","2017-2019",-0.724522292993631,628,"Lanark and Hamilton East","Scottish National Party"
"87","Angela Crawley","2019-2024",-0.6125,640,"Lanark and Hamilton East","Scottish National Party"
"88","Angela Eagle","2017-2019",-0.80731102850062,1614,"Wallasey","Labour"
"89","Angela Eagle","2019-2024",-0.718082033506644,3462,"Wallasey","Labour"
"90","Angela Rayner","2017-2019",-0.833675564681725,4383,"Ashton-under-Lyne","Labour"
"91","Angela Rayner","2019-2024",-0.900853242320819,5860,"Ashton-under-Lyne","Labour"
"92","Angela Richardson","2019-2024",-0.00700770847932726,1427,"Guildford","Conservative"
"93","Angus MacNeil","2017-2019",-0.555896334917957,6521,"Na h-Eileanan an Iar","Scottish National Party"
"94","Angus MacNeil","2019-2024",-0.571496948665789,8357,"Na h-Eileanan an Iar","Scottish National Party"
"95","Ann Clwyd","2017-2019",-0.531293463143255,719,"Cynon Valley","Labour"
"96","Ann Coffey","2017-2019",-0.475308641975309,324,"Stockport","Labour"
"97","Anna Firth","2019-2024",0.103180760279286,1289,"Southend West","Conservative"
"98","Anna McMorrin","2017-2019",-0.83618455158113,1929,"Cardiff North","Labour"
"99","Anna McMorrin","2019-2024",-0.842598376014991,3202,"Cardiff North","Labour"
"100","Anna Soubry","2017-2019",-0.474946466809422,2336,"Broxtowe","Conservative"
"101","Anna Turley","2017-2019",-0.675007628928898,3277,"Redcar","Labour"
"102","Anne Marie Morris","2017-2019",-0.158620689655172,145,"Newton Abbot","Conservative"
"103","Anne Marie Morris","2019-2024",-0.176079734219269,301,"Newton Abbot","Conservative"
"104","Anne McLaughlin","2017-2019",-0.606721162579473,2202,"Glasgow North East","Scottish National Party"
"105","Anne McLaughlin","2019-2024",-0.675061932287366,2422,"Glasgow North East","Scottish National Party"
"106","Anne Milton","2017-2019",-0.163265306122449,147,"Guildford","Conservative"
"107","Anne-Marie Trevelyan","2017-2019",0.211047420531527,1919,"Berwick-upon-Tweed","Conservative"
"108","Anne-Marie Trevelyan","2019-2024",-0.130272489734976,2679,"Berwick-upon-Tweed","Conservative"
"109","Anneliese Dodds","2017-2019",-0.69336143308746,949,"Oxford East","Labour"
"110","Anneliese Dodds","2019-2024",-0.890707751564757,2077,"Oxford East","Labour"
"111","Anthony Browne","2019-2024",-0.187891440501044,479,"South Cambridgeshire","Conservative"
"112","Anthony Mangnall","2019-2024",-0.0864197530864197,324,"Totnes","Conservative"
"113","Antoinette Sandbach","2017-2019",-0.230331262939959,1932,"Eddisbury","Conservative"
"114","Antony Higginbotham","2019-2024",0.106007067137809,283,"Burnley","Conservative"
"115","Anum Qaisar","2019-2024",-0.635786802030457,788,"Airdrie and Shotts","Scottish National Party"
"116","Apsana Begum","2019-2024",-0.862333674513818,1954,"Poplar and Limehouse","Labour"
"117","Ashley Dalton","2019-2024",-0.933333333333333,30,"West Lancashire","Labour"
"118","Bambos Charalambous","2017-2019",-0.790446841294299,649,"Enfield, Southgate","Labour"
"119","Bambos Charalambous","2017-2019",-0.790446841294299,649,"Enfield, Southgate","Labour"
"120","Bambos Charalambous","2019-2024",-0.805953693495039,907,"Enfield, Southgate","Labour"
"121","Bambos Charalambous","2019-2024",-0.805953693495039,907,"Enfield, Southgate","Labour"
"122","Barbara Keeley","2017-2019",-0.690322580645161,1705,"Worsley and Eccles South","Labour"
"123","Barbara Keeley","2019-2024",-0.772472835034574,3037,"Worsley and Eccles South","Labour"
"124","Barry Gardiner","2017-2019",-0.705304518664047,509,"Brent North","Labour"
"125","Barry Gardiner","2019-2024",-0.804709141274238,722,"Brent North","Labour"
"126","Barry McElduff","2017-2019",-0.576131687242798,243,"West Tyrone","Sinn Féin"
"127","Barry Sheerman","2017-2019",-0.604493330212965,8546,"Huddersfield","Labour"
"128","Barry Sheerman","2019-2024",-0.622699102765702,10811,"Huddersfield","Labour"
"129","Bell Ribeiro-Addy","2019-2024",-0.934721665999199,4994,"Streatham","Labour"
"130","Ben Bradley","2017-2019",0.279050736497545,1222,"Mansfield","Conservative"
"131","Ben Bradley","2019-2024",0.0415111940298507,2144,"Mansfield","Conservative"
"132","Ben Bradshaw","2017-2019",-0.776168404789494,5178,"Exeter","Labour"
"133","Ben Bradshaw","2019-2024",-0.654025831272328,3639,"Exeter","Labour"
"134","Ben Everitt","2019-2024",-0.01543007222587,3046,"Milton Keynes North","Conservative"
"135","Ben Lake","2017-2019",-0.417417417417417,333,"Ceredigion","Plaid Cymru"
"136","Ben Lake","2019-2024",-0.577464788732394,355,"Ceredigion","Plaid Cymru"
"137","Ben Spencer","2019-2024",-0.120454545454545,440,"Runnymede and Weybridge","Conservative"
"138","Ben Wallace","2017-2019",0.181081081081081,370,"Wyre and Preston North","Conservative"
"139","Ben Wallace","2019-2024",0.0643564356435644,202,"Wyre and Preston North","Conservative"
"140","Bernard Jenkin","2017-2019",0.313813813813814,666,"Harwich and North Essex","Conservative"
"141","Bernard Jenkin","2019-2024",0.0518867924528302,424,"Harwich and North Essex","Conservative"
"142","Beth Winter","2019-2024",-0.867695700110254,3628,"Cynon Valley","Labour"
"143","Bill Esterson","2017-2019",-0.836155966916109,2539,"Sefton Central","Labour"
"144","Bill Esterson","2019-2024",-0.818316100443131,5416,"Sefton Central","Labour"
"145","Bim Afolami","2017-2019",-0.0326530612244898,245,"Hitchin and Harpenden","Conservative"
"146","Bim Afolami","2019-2024",0.168316831683168,202,"Hitchin and Harpenden","Conservative"
"147","Bob Blackman","2017-2019",0.0292237442922374,1095,"Harrow East","Conservative"
"148","Bob Blackman","2019-2024",0.0490767735665695,2058,"Harrow East","Conservative"
"149","Bob Seely","2017-2019",-0.0509656652360515,1864,"Isle of Wight","Conservative"
"150","Bob Seely","2019-2024",-0.094977623073098,2011,"Isle of Wight","Conservative"
"151","Boris Johnson","2017-2019",0.345760233918129,1368,"Uxbridge and South Ruislip","Conservative"
"152","Boris Johnson","2019-2024",-0.119540229885057,1740,"Uxbridge and South Ruislip","Conservative"
"153","Brandon Lewis","2017-2019",0.444736842105263,2660,"Great Yarmouth","Conservative"
"154","Brandon Lewis","2019-2024",0.062919975565058,1637,"Great Yarmouth","Conservative"
"155","Brendan Clarke-Smith","2019-2024",0.171511627906977,1376,"Bassetlaw","Conservative"
"156","Brendan O'Hara","2017-2019",-0.65028901734104,346,"Argyll and Bute","Scottish National Party"
"157","Brendan O'Hara","2019-2024",-0.785478547854785,303,"Argyll and Bute","Scottish National Party"
"158","Bridget Phillipson","2017-2019",-0.716535433070866,254,"Houghton and Sunderland South","Labour"
"159","Bridget Phillipson","2019-2024",-0.87218045112782,2128,"Houghton and Sunderland South","Labour"
"160","Carla Lockhart","2019-2024",0.0465116279069767,731,"Upper Bann","Democratic Unionist Party"
"161","Carol Monaghan","2017-2019",-0.617354196301565,703,"Glasgow North West","Scottish National Party"
"162","Carol Monaghan","2019-2024",-0.658045977011494,348,"Glasgow North West","Scottish National Party"
"163","Caroline Ansell","2017-2019",0,1,"Eastbourne","Conservative"
"164","Caroline Ansell","2019-2024",0.125,8,"Eastbourne","Conservative"
"165","Caroline Dinenage","2017-2019",-0.252236135957066,559,"Gosport","Conservative"
"166","Caroline Dinenage","2019-2024",-0.201520912547529,1841,"Gosport","Conservative"
"167","Caroline Flint","2017-2019",-0.491039426523298,837,"Don Valley","Labour"
"168","Caroline Johnson","2017-2019",0.288288288288288,111,"Sleaford and North Hykeham","Conservative"
"169","Caroline Johnson","2019-2024",0.0695652173913043,115,"Sleaford and North Hykeham","Conservative"
"170","Caroline Lucas","2017-2019",-0.886548722269026,3561,"Brighton, Pavilion","Green Party"
"171","Caroline Lucas","2019-2024",-0.944188428059396,5859,"Brighton, Pavilion","Green Party"
"172","Caroline Nokes","2017-2019",-0.134883720930233,430,"Romsey and Southampton North","Conservative"
"173","Caroline Nokes","2019-2024",-0.406392694063927,876,"Romsey and Southampton North","Conservative"
"174","Carolyn Harris","2017-2019",-0.630721003134796,1595,"Swansea East","Labour"
"175","Carolyn Harris","2019-2024",-0.677689091600152,2631,"Swansea East","Labour"
"176","Cat Smith","2017-2019",-0.645796064400716,559,"Lancaster and Fleetwood","Labour"
"177","Cat Smith","2019-2024",-0.692982456140351,912,"Lancaster and Fleetwood","Labour"
"178","Catherine McKinnell","2017-2019",-0.702226345083488,1078,"Newcastle upon Tyne North","Labour"
"179","Catherine McKinnell","2019-2024",-0.763492063492063,1890,"Newcastle upon Tyne North","Labour"
"180","Catherine West","2017-2019",-0.659076533839342,1581,"Hornsey and Wood Green","Labour"
"181","Catherine West","2019-2024",-0.792946927374302,2864,"Hornsey and Wood Green","Labour"
"182","Charles Walker","2017-2019",-0.0526315789473684,19,"Broxbourne","Conservative"
"183","Charles Walker","2019-2024",0.5,2,"Broxbourne","Conservative"
"184","Charlotte Nichols","2019-2024",-0.609772650152698,2947,"Warrington North","Labour"
"185","Cherilyn Mackrory","2019-2024",-0.148775894538606,531,"Truro and Falmouth","Conservative"
"186","Cheryl Gillan","2017-2019",-0.094017094017094,234,"Chesham and Amersham","Conservative"
"187","Cheryl Gillan","2019-2024",-0.151515151515152,33,"Chesham and Amersham","Conservative"
"188","Chi Onwurah","2017-2019",-0.667734700416533,3121,"Newcastle upon Tyne Central","Labour"
"189","Chi Onwurah","2019-2024",-0.701114266987109,4577,"Newcastle upon Tyne Central","Labour"
"190","Chloe Smith","2017-2019",0.0833333333333333,300,"Norwich North","Conservative"
"191","Chloe Smith","2019-2024",-0.134670487106017,698,"Norwich North","Conservative"
"192","Chris Bryant","2017-2019",-0.476369719782518,2391,"Rhondda","Labour"
"193","Chris Bryant","2019-2024",-0.555203715431708,4737,"Rhondda","Labour"
"194","Chris Clarkson","2019-2024",0.0662323561346363,921,"Heywood and Middleton","Conservative"
"195","Chris Elmore","2017-2019",-0.738944800243977,3279,"Ogmore","Labour"
"196","Chris Elmore","2019-2024",-0.666489785088883,3769,"Ogmore","Labour"
"197","Chris Evans","2017-2019",-0.56530612244898,490,"Islwyn","Labour"
"198","Chris Evans","2019-2024",-0.600401606425703,498,"Islwyn","Labour"
"199","Chris Green","2017-2019",0.133640552995392,868,"Bolton West","Conservative"
"200","Chris Green","2019-2024",0.0774526678141136,1162,"Bolton West","Conservative"
"201","Chris Heaton-Harris","2017-2019",0.225895316804408,363,"Daventry","Conservative"
"202","Chris Heaton-Harris","2019-2024",-0.090014064697609,711,"Daventry","Conservative"
"203","Chris Law","2017-2019",-0.817789291882556,1158,"Dundee West","Scottish National Party"
"204","Chris Law","2019-2024",-0.771689497716895,2190,"Dundee West","Scottish National Party"
"205","Chris Leslie","2017-2019",-0.755379388448471,883,"Nottingham East","Labour"
"206","Chris Loder","2019-2024",-0.118150684931507,584,"West Dorset","Conservative"
"207","Chris Philp","2017-2019",0.172338090010977,911,"Croydon South","Conservative"
"208","Chris Philp","2019-2024",0.162112932604736,1098,"Croydon South","Conservative"
"209","Chris Ruane","2017-2019",-0.454545454545455,495,"Vale of Clwyd","Conservative"
"210","Chris Skidmore","2017-2019",-0.0046388336646786,1509,"Kingswood","Conservative"
"211","Chris Skidmore","2019-2024",-0.428837209302326,2150,"Kingswood","Conservative"
"212","Chris Stephens","2017-2019",-0.547274749721913,899,"Glasgow South West","Scottish National Party"
"213","Chris Stephens","2019-2024",-0.586252478519498,1513,"Glasgow South West","Scottish National Party"
"214","Chris Webb","2019-2024",-0.693333333333333,75,"Blackpool South","Labour"
"215","Chris Williamson","2017-2019",-0.81721536351166,2916,"Derby North","Conservative"
"216","Christian Wakeford","2019-2024",-0.467991169977925,1359,"Bury South","Conservative"
"217","Christina Rees","2017-2019",-0.661290322580645,496,"Neath","Labour"
"218","Christina Rees","2019-2024",-0.550827423167849,846,"Neath","Labour"
"219","Christine Jardine","2017-2019",-0.625154130702836,1622,"Edinburgh West","Liberal Democrats"
"220","Christine Jardine","2019-2024",-0.637758112094395,1695,"Edinburgh West","Liberal Democrats"
"221","Christopher Hazzard","2017-2019",-0.708912510220769,1223,"South Down","Sinn Féin"
"222","Christopher Hazzard","2019-2024",-0.801810865191147,1988,"South Down","Sinn Féin"
"223","Christopher Pincher","2017-2019",0.317073170731707,410,"Tamworth","Conservative"
"224","Christopher Pincher","2019-2024",-0.0277777777777778,576,"Tamworth","Conservative"
"225","Claire Coutinho","2019-2024",-0.11620294599018,611,"East Surrey","Conservative"
"226","Claire Hanna","2019-2024",-0.592160522631825,2143,"Belfast South","Social Democratic and Labour Party"
"227","Claudia Webbe","2019-2024",-0.660940032414911,6170,"Leicester East","Independent"
"228","Clive Efford","2017-2019",-0.796334012219959,491,"Eltham","Labour"
"229","Clive Efford","2019-2024",-0.716374269005848,684,"Eltham","Labour"
"230","Clive Lewis","2017-2019",-0.774370709382151,2185,"Norwich South","Labour"
"231","Clive Lewis","2019-2024",-0.883219178082192,2920,"Norwich South","Labour"
"232","Colin Clark","2017-2019",0.833333333333333,6,"Gordon","Scottish National Party"
"233","Colum Eastwood","2019-2024",-0.747632575757576,2112,"Foyle","Social Democratic and Labour Party"
"234","Conor Burns","2017-2019",0.13527397260274,584,"Bournemouth West","Conservative"
"235","Conor Burns","2019-2024",0.109335576114382,1189,"Bournemouth West","Conservative"
"236","Conor McGinn","2017-2019",-0.606741573033708,445,"St Helens North","Labour"
"237","Conor McGinn","2019-2024",-0.612217795484728,753,"St Helens North","Labour"
"238","Craig Mackinlay","2017-2019",0.378995433789954,438,"South Thanet","Conservative"
"239","Craig Mackinlay","2019-2024",0.353448275862069,812,"South Thanet","Conservative"
"240","Craig Tracey","2017-2019",0.0862068965517241,812,"North Warwickshire","Conservative"
"241","Craig Tracey","2019-2024",0.0303468208092486,692,"North Warwickshire","Conservative"
"242","Craig Whittaker","2017-2019",0.177514792899408,676,"Calder Valley","Conservative"
"243","Craig Whittaker","2019-2024",0.109271523178808,302,"Calder Valley","Conservative"
"244","Craig Williams","2017-2019",0.657894736842105,38,"Montgomeryshire","Conservative"
"245","Craig Williams","2019-2024",0.280130293159609,307,"Montgomeryshire","Conservative"
"246","Crispin Blunt","2017-2019",-0.183168316831683,404,"Reigate","Conservative"
"247","Crispin Blunt","2019-2024",-0.185245901639344,610,"Reigate","Conservative"
"248","Daisy Cooper","2019-2024",-0.730109204368175,1923,"St Albans","Liberal Democrats"
"249","Damian Collins","2017-2019",-0.22158438576349,871,"Folkestone and Hythe","Conservative"
"250","Damian Collins","2019-2024",-0.308453237410072,1112,"Folkestone and Hythe","Conservative"
"251","Damian Green","2017-2019",0.0873015873015873,252,"Ashford","Conservative"
"252","Damian Green","2019-2024",-0.0577617328519856,277,"Ashford","Conservative"
"253","Damian Hinds","2017-2019",-0.0857142857142857,455,"East Hampshire","Conservative"
"254","Damian Hinds","2019-2024",0.0893617021276596,235,"East Hampshire","Conservative"
"255","Damien Egan","2019-2024",-0.75,8,"Kingswood","Labour"
"256","Dan Carden","2017-2019",-0.899103139013453,1338,"Liverpool, Walton","Labour"
"257","Dan Carden","2019-2024",-0.839298758217677,1369,"Liverpool, Walton","Labour"
"258","Dan Jarvis","2017-2019",-0.652866242038217,314,"Barnsley Central","Labour"
"259","Dan Jarvis","2019-2024",-0.640253565768621,631,"Barnsley Central","Labour"
"260","Daniel Zeichner","2017-2019",-0.719594594594595,592,"Cambridge","Labour"
"261","Daniel Zeichner","2019-2024",-0.792982456140351,570,"Cambridge","Labour"
"262","Danielle Rowley","2017-2019",-0.70637408568443,957,"Midlothian","Scottish National Party"
"263","Danny Kruger","2019-2024",-0.132897603485839,918,"Devizes","Conservative"
"264","Darren George Henry","2019-2024",-0.147945205479452,730,"Broxtowe","Conservative"
"265","Darren Jones","2017-2019",-0.65720407070166,1867,"Bristol North West","Labour"
"266","Darren Jones","2019-2024",-0.597787178652782,3073,"Bristol North West","Labour"
"267","Dave Doogan","2019-2024",-0.683806600153492,1303,"Angus","Scottish National Party"
"268","David Amess","2017-2019",-0.18,450,"Southend West","Conservative"
"269","David Amess","2019-2024",-0.184146341463415,820,"Southend West","Conservative"
"270","David Crausby","2017-2019",-0.492216456634544,1349,"Bolton North East","Labour"
"271","David Davis","2017-2019",0.0403458213256484,347,"Haltemprice and Howden","Conservative"
"272","David Davis","2019-2024",-0.266832917705736,1604,"Haltemprice and Howden","Conservative"
"273","David Drew","2017-2019",-0.626431718061674,1135,"Stroud","Conservative"
"274","David Duguid","2017-2019",0.347910592808552,1029,"Banff and Buchan","Conservative"
"275","David Duguid","2019-2024",0.185608223872073,1751,"Banff and Buchan","Conservative"
"276","David Evennett","2019-2024",0.19533527696793,343,"Bexleyheath and Crayford","Conservative"
"277","David Evennett","2019-2024",0.19533527696793,343,"Bexleyheath and Crayford","Conservative"
"278","David Gauke","2017-2019",-0.0970873786407767,206,"South West Hertfordshire","Conservative"
"279","David Hanson","2017-2019",-0.482682387619749,1357,"Delyn","Labour"
"280","David Johnston","2019-2024",-0.166666666666667,198,"Wantage","Conservative"
"281","David Jones","2017-2019",0.584699453551913,183,"Clwyd West","Conservative"
"282","David Jones","2019-2024",0.124267291910903,853,"Clwyd West","Conservative"
"283","David Lammy","2017-2019",-0.884133088112356,5981,"Tottenham","Labour"
"284","David Lammy","2019-2024",-0.881798176674002,3181,"Tottenham","Labour"
"285","David Lidington","2017-2019",-0.0943396226415094,424,"Aylesbury","Conservative"
"286","David Linden","2017-2019",-0.49453662484824,2471,"Glasgow East","Scottish National Party"
"287","David Linden","2019-2024",-0.661089866156788,2092,"Glasgow East","Scottish National Party"
"288","David Morris","2017-2019",0.124087591240876,274,"Morecambe and Lunesdale","Conservative"
"289","David Morris","2019-2024",0.0585365853658537,205,"Morecambe and Lunesdale","Conservative"
"290","David Mundell","2017-2019",0.0864197530864197,243,"Dumfriesshire, Clydesdale & Tweeddale","Conservative"
"291","David Mundell","2019-2024",0.182795698924731,372,"Dumfriesshire, Clydesdale & Tweeddale","Conservative"
"292","David Rutley","2017-2019",-0.102803738317757,214,"Macclesfield","Conservative"
"293","David Rutley","2019-2024",-0.168850072780204,687,"Macclesfield","Conservative"
"294","David Simmonds","2019-2024",0.110948905109489,685,"Ruislip, Northwood and Pinner","Conservative"
"295","David Simpson","2017-2019",0.4,20,"Upper Bann","DUP"
"296","David T. C. Davies","2017-2019",0.232,875,"Monmouth","Conservative"
"297","David T. C. Davies","2019-2024",0.224890829694323,916,"Monmouth","Conservative"
"298","Dawn Butler","2017-2019",-0.853976531942634,1534,"Brent Central","Labour"
"299","Dawn Butler","2019-2024",-0.811786485652576,3241,"Brent Central","Labour"
"300","Dean Russell","2019-2024",-0.138333333333333,1200,"Watford","Conservative"
"301","Debbie Abrahams","2017-2019",-0.74830675114704,4577,"Oldham East and Saddleworth","Labour"
"302","Debbie Abrahams","2019-2024",-0.739967462039046,3688,"Oldham East and Saddleworth","Labour"
"303","Dehenna Davison","2019-2024",-0.00750187546886722,1333,"Bishop Auckland","Conservative"
"304","Deidre Brock","2017-2019",-0.612621359223301,1030,"Edinburgh North and Leith","Scottish National Party"
"305","Deidre Brock","2019-2024",-0.752446183953033,1022,"Edinburgh North and Leith","Scottish National Party"
"306","Derek Thomas","2017-2019",-0.145124716553288,441,"St Ives","Conservative"
"307","Derek Thomas","2019-2024",-0.223300970873786,309,"St Ives","Conservative"
"308","Derek Twigg","2017-2019",-0.617647058823529,34,"Halton","Labour"
"309","Derek Twigg","2019-2024",-0.2,5,"Halton","Labour"
"310","Desmond Swayne","2017-2019",0.0925925925925926,54,"New Forest West","Conservative"
"311","Desmond Swayne","2019-2024",0.108108108108108,111,"New Forest West","Conservative"
"312","Diana Johnson","2017-2019",-0.587874879071267,3101,"Kingston upon Hull North","Labour"
"313","Diana Johnson","2019-2024",-0.624175824175824,3185,"Kingston upon Hull North","Labour"
"314","Diane Abbott","2017-2019",-0.895565552699229,3112,"Hackney North and Stoke Newington","Labour"
"315","Diane Abbott","2019-2024",-0.911966987620358,3635,"Hackney North and Stoke Newington","Labour"
"316","Dominic Raab","2017-2019",0.197294250281849,887,"Esher and Walton","Conservative"
"317","Dominic Raab","2019-2024",-0.172431332655137,1966,"Esher and Walton","Conservative"
"318","Douglas Chapman","2017-2019",-0.624633431085044,1705,"Dunfermline and West Fife","Scottish National Party"
